,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1431368,2/26/2017 15:49,2/26/2017 16:18,1785,West Drive & Prospect Park West,Prospect Park West & 8 St,Subscriber,Female,1963
1411231,2/25/2017 17:19,2/25/2017 17:25,355,1 Ave & E 16 St,Cooper Square & E 7 St,Subscriber,Male,1995
1426683,2/26/2017 13:51,2/26/2017 14:03,730,Forsyth St & Canal St,Jay St & Tech Pl,Subscriber,Female,1990
21306,1/2/2017 15:22,1/2/2017 15:28,357,Macon St & Nostrand Ave,Albany Ave & Fulton St,Subscriber,Male,1997
5414418,6/7/2017 6:36,6/7/2017 6:56,1214,Park Ave & St Edwards St,Forsyth St & Canal St,Subscriber,Male,1973
545669,1/25/2017 16:01,1/25/2017 16:30,1707,Liberty St & Broadway,W 42 St & Dyer Ave,Subscriber,Female,1955
1815790,3/10/2017 15:11,3/10/2017 15:29,1073,Greenwich Ave & Charles St,Greenwich Ave & Charles St,Subscriber,Male,1993
2689647,4/12/2017 11:43,4/12/2017 11:58,864,E 30 St & Park Ave S,W 42 St & 8 Ave,Subscriber,Female,1967
6610520,6/27/2017 18:40,6/27/2017 18:55,921,E 39 St & 3 Ave,E 76 St & 3 Ave,Subscriber,Male,1968
2649490,4/11/2017 17:03,4/11/2017 17:14,650,W 20 St & 11 Ave,W 37 St & 10 Ave,Subscriber,Female,1995
155510,1/10/2017 8:15,1/10/2017 8:33,1055,E 2 St & 2 Ave E,West St & Chambers St,Subscriber,Female,1983
5058933,5/31/2017 17:05,5/31/2017 17:25,1155,Mercer St & Spring St,Allen St & Stanton St,Subscriber,Female,1966
5460969,6/7/2017 18:29,6/7/2017 18:56,1619,W 20 St & 8 Ave,W 92 St & Broadway,Subscriber,Male,1964
3556803,4/30/2017 19:35,4/30/2017 19:48,730,E 17 St & Broadway,Mercer St & Spring St,Customer,,
4546982,5/20/2017 11:23,5/20/2017 11:28,312,Fulton St & Washington Ave,Lafayette Ave & Fort Greene Pl,Subscriber,Male,1981
6189570,6/20/2017 19:13,6/20/2017 19:23,607,E 3 St & 1 Ave,Mercer St & Bleecker St,Customer,,
3837489,5/6/2017 13:33,5/6/2017 13:36,163,E 91 St & 2 Ave,E 84 St & 1 Ave,Subscriber,Male,1970
4960178,5/29/2017 15:39,5/29/2017 15:45,389,Myrtle Ave & Lewis Ave,Marcus Garvey Blvd & Macon St,Subscriber,Female,1989
2210590,3/30/2017 9:56,3/30/2017 10:08,750,1 Ave & E 78 St,Columbus Ave & W 72 St,Subscriber,Male,1978
3937355,5/8/2017 18:07,5/8/2017 18:14,434,Lafayette St & Jersey St,E 2 St & Avenue B,Subscriber,Male,1989
2258435,4/1/2017 15:26,4/1/2017 15:37,677,Christopher St & Greenwich St,W 21 St & 6 Ave,Subscriber,Male,1984
2619932,4/11/2017 7:55,4/11/2017 8:00,296,7 Ave & Park Pl,Atlantic Ave & Fort Greene Pl,Subscriber,Female,1980
3986751,5/9/2017 17:08,5/9/2017 17:34,1585,Pershing Square South,Clinton St & Grand St,Subscriber,Female,1976
950115,2/8/2017 17:37,2/8/2017 17:40,212,9 Ave & W 18 St,W 18 St & 6 Ave,Subscriber,Male,1965
6390497,6/23/2017 23:09,6/23/2017 23:16,438,W 33 St & 7 Ave,Lexington Ave & E 29 St,Subscriber,Female,1987
3296770,4/25/2017 9:37,4/25/2017 10:02,1497,Vernon Blvd & 50 Ave,Leonard St & Boerum St,Subscriber,Female,1986
6233640,6/21/2017 14:54,6/21/2017 15:01,444,Grand St & Elizabeth St,Columbia St & Rivington St,Subscriber,Female,1971
6145666,6/20/2017 8:14,6/20/2017 8:19,307,W 26 St & 8 Ave,W 20 St & 11 Ave,Subscriber,Male,1985
4051845,5/10/2017 18:18,5/10/2017 18:34,979,Central Park W & W 96 St,E 102 St & 1 Ave,Subscriber,Male,1988
3910840,5/8/2017 9:01,5/8/2017 9:07,400,E 30 St & Park Ave S,E 16 St & Irving Pl,Subscriber,Male,1978
2697222,4/12/2017 15:52,4/12/2017 15:57,283,University Pl & E 14 St,Washington Pl & Broadway,Subscriber,Male,1990
6156176,6/20/2017 11:06,6/20/2017 11:19,790,E 30 St & Park Ave S,E 72 St & Park Ave,Subscriber,Female,1977
3775372,5/4/2017 17:11,5/4/2017 17:24,799,W 14 St & The High Line,W 38 St & 8 Ave,Subscriber,Male,1984
1113315,2/17/2017 17:10,2/17/2017 17:20,606,Broadway & W 49 St,W 15 St & 7 Ave,Subscriber,Male,1983
208279,1/12/2017 4:16,1/12/2017 4:27,635,Cooper Square & E 7 St,W 31 St & 7 Ave,Subscriber,Male,1965
6656636,6/28/2017 14:37,6/28/2017 15:16,2327,W 20 St & 11 Ave,Central Park West & W 72 St,Subscriber,Male,1987
4453485,5/18/2017 17:58,5/18/2017 18:11,776,W 87 St  & Amsterdam Ave,E 95 St & 3 Ave,Subscriber,Male,1970
5785380,6/13/2017 8:54,6/13/2017 8:59,264,E 102 St & 1 Ave,2 Ave & E 96 St,Subscriber,Male,1973
4919607,5/28/2017 13:43,5/28/2017 13:51,462,E 20 St & Park Ave,Pershing Square North,Subscriber,Male,1994
433924,1/20/2017 10:08,1/20/2017 10:20,751,Cooper Square & E 7 St,W 33 St & 7 Ave,Subscriber,Male,1980
3710413,5/3/2017 15:48,5/3/2017 15:55,436,Metropolitan Ave & Bedford Ave,Graham Ave & Conselyea St,Subscriber,Male,1991
6081408,6/18/2017 17:00,6/18/2017 17:12,723,Dean St & Hoyt St,Henry St & Degraw St,Subscriber,Male,1961
5894087,6/15/2017 0:09,6/15/2017 0:14,314,Metropolitan Ave & Bedford Ave,Frost St & Meeker St,Subscriber,Female,1991
3030273,4/19/2017 7:39,4/19/2017 7:50,632,E 58 St & 3 Ave,E 27 St & 1 Ave,Subscriber,Male,1987
1274234,2/22/2017 15:22,2/22/2017 15:24,94,E 103 St & Lexington Ave,2 Ave  & E 104 St,Subscriber,Male,1993
5101334,6/1/2017 9:46,6/1/2017 10:12,1572,Bedford Ave & Nassau Ave,E 14 St & Avenue B,Customer,Male,1982
417325,1/19/2017 19:11,1/19/2017 19:32,1249,1 Ave & E 78 St,E 75 St & 3 Ave,,Male,1994
3131737,4/21/2017 13:53,4/21/2017 14:13,1170,5 Ave & E 78 St,Broadway & W 58 St,Customer,,
3214522,4/23/2017 14:40,4/23/2017 14:47,451,West St & Chambers St,W 4 St & 7 Ave S,Subscriber,Male,1983
676662,1/30/2017 8:26,1/30/2017 8:33,417,Broadway & W 37 St,Pershing Square North,Subscriber,Male,1961
4193920,5/14/2017 11:19,5/14/2017 11:23,244,W 20 St & 11 Ave,9 Ave & W 22 St,Subscriber,Male,1979
6114509,6/19/2017 9:58,6/19/2017 10:04,389,Carmine St & 6 Ave,W 18 St & 6 Ave,Subscriber,Male,1960
3547452,4/30/2017 16:23,4/30/2017 16:50,1621,Central Park West & W 85 St,12 Ave & W 40 St,Customer,Male,1991
5307242,6/4/2017 18:22,6/4/2017 18:44,1314,W 92 St & Broadway,West End Ave & W 107 St,Subscriber,Female,1971
3057221,4/19/2017 17:28,4/19/2017 17:32,279,Centre St & Worth St,Hudson St & Reade St,Subscriber,Male,1970
4649117,5/22/2017 11:03,5/22/2017 11:14,649,E 47 St & 2 Ave,W 49 St & 8 Ave,Subscriber,Male,1974
5581694,6/9/2017 16:57,6/9/2017 17:23,1561,5 Ave & E 78 St,5 Ave & E 88 St,Customer,,
6524946,6/26/2017 14:28,6/26/2017 14:37,546,E 10 St & Avenue A,W 13 St & 7 Ave,Subscriber,Male,1968
5295167,6/4/2017 13:38,6/4/2017 13:49,639,E 84 St & Park Ave,E 72 St & Park Ave,Customer,,
3300237,4/25/2017 12:29,4/25/2017 12:49,1178,9 Ave & W 45 St,E 58 St & 1 Ave,Subscriber,Female,1994
2006672,3/23/2017 12:44,3/23/2017 12:47,190,14 St & 5 Ave,7 St & 5 Ave,Subscriber,Male,1985
6554914,6/26/2017 20:35,6/26/2017 20:40,332,N 12 St & Bedford Ave,Wythe Ave & Metropolitan Ave,Subscriber,Male,1987
1995356,3/22/2017 23:14,3/22/2017 23:29,885,Forsyth St & Canal St,Warren St & Court St,Subscriber,Male,1984
4048591,5/10/2017 17:50,5/10/2017 18:02,714,2 Ave & E 31 St,E 55 St & 2 Ave,Subscriber,Male,1989
5548513,6/9/2017 8:26,6/9/2017 8:37,686,E 71 St & 1 Ave,E 39 St & 2 Ave,Subscriber,Male,1992
4840240,5/26/2017 17:30,5/26/2017 17:46,908,E 58 St & 3 Ave,W 38 St & 8 Ave,Subscriber,Male,1976
2169319,3/29/2017 10:46,3/29/2017 10:53,437,E 11 St & 1 Ave,Lexington Ave & E 29 St,Subscriber,Male,1983
3567141,5/1/2017 8:10,5/1/2017 8:24,837,Mott St & Prince St,W 25 St & 6 Ave,Subscriber,Male,1990
5008950,5/30/2017 17:47,5/30/2017 18:07,1219,E 55 St & Lexington Ave,W 87 St  & Amsterdam Ave,Subscriber,Female,1974
3886765,5/7/2017 15:11,5/7/2017 15:14,223,W 22 St & 10 Ave,W 24 St & 7 Ave,Subscriber,Male,1980
6663415,6/28/2017 16:38,6/28/2017 16:41,164,Fulton St & William St,William St & Pine St,Subscriber,Female,1961
554479,1/25/2017 18:36,1/25/2017 18:41,312,W 52 St & 5 Ave,E 55 St & 2 Ave,Subscriber,Male,1983
5208667,6/2/2017 19:12,6/2/2017 19:31,1143,Great Jones St,W 22 St & 8 Ave,Subscriber,Male,1960
4977037,5/30/2017 6:52,5/30/2017 7:14,1329,Nassau Ave & Russell St,Front St & Washington St,Subscriber,Male,1990
3336115,4/26/2017 18:38,4/26/2017 18:41,202,Bergen St & Smith St,Degraw St & Hoyt St,Subscriber,Male,1986
5281466,6/4/2017 9:57,6/4/2017 10:07,582,E 7 St & Avenue A,E 25 St & 2 Ave,Subscriber,Male,1963
232022,1/12/2017 16:58,1/12/2017 17:10,770,University Pl & E 8 St,8 Ave & W 31 St,Subscriber,Male,1967
2996860,4/18/2017 13:59,4/18/2017 14:25,1614,Central Park West & W 72 St,W 52 St & 11 Ave,Customer,,
2559261,4/9/2017 19:19,4/9/2017 19:26,417,E 14 St & Avenue B,Allen St & Stanton St,Subscriber,Male,1991
5086577,6/1/2017 6:26,6/1/2017 6:30,201,9 Ave & W 22 St,Greenwich Ave & 8 Ave,Subscriber,Male,1983
1681950,3/6/2017 18:20,3/6/2017 18:29,581,E 20 St & FDR Drive,E 24 St & Park Ave S,Subscriber,Male,1974
4060372,5/10/2017 19:56,5/10/2017 20:05,592,Graham Ave & Withers St,N 6 St & Bedford Ave,Subscriber,Male,1987
474578,1/21/2017 21:19,1/21/2017 21:31,723,8 Ave & W 31 St,W 52 St & 6 Ave,Subscriber,Female,1956
5268229,6/3/2017 19:58,6/3/2017 20:14,960,Lispenard St & Broadway,Warren St & Church St,Subscriber,Male,1962
4785867,5/25/2017 7:22,5/25/2017 7:52,1819,Hudson St & Reade St,W 59 St & 10 Ave,Subscriber,Male,1968
4179486,5/12/2017 22:35,5/12/2017 22:40,300,Hudson St & Reade St,St James Pl & Oliver St,Subscriber,Female,1965
3784817,5/4/2017 18:46,5/4/2017 19:05,1125,Bayard St & Baxter St,Carmine St & 6 Ave,Subscriber,Female,1988
2920850,4/17/2017 6:44,4/17/2017 6:59,860,Bank St & Washington St,Liberty St & Broadway,Subscriber,Female,1969
5548565,6/9/2017 8:27,6/9/2017 8:34,406,W 18 St & 6 Ave,6 Ave & W 33 St,Subscriber,,
6542311,6/26/2017 18:13,6/26/2017 18:18,274,Atlantic Ave & Furman St,Congress St & Clinton St,Subscriber,,1983
6368165,6/23/2017 15:46,6/23/2017 16:07,1296,5 Ave & E 73 St,5 Ave & E 88 St,Customer,,
3062283,4/19/2017 18:29,4/19/2017 18:36,443,Pershing Square North,Broadway & W 36 St,Subscriber,Male,1977
1184190,2/19/2017 18:34,2/19/2017 19:01,1668,N 15 St & Wythe Ave,E 14 St & Avenue B,Subscriber,Male,1989
933504,2/8/2017 10:07,2/8/2017 10:10,168,E 84 St & 1 Ave,1 Ave & E 78 St,Subscriber,Female,1971
972244,2/11/2017 20:44,2/11/2017 20:59,877,E 24 St & Park Ave S,Allen St & Hester St,Subscriber,Male,1988
2025245,3/23/2017 23:29,3/23/2017 23:33,231,Howard St & Centre St,6 Ave & Canal St,Subscriber,Male,1971
2845699,4/15/2017 13:42,4/15/2017 14:08,1541,W 89 St & Columbus Ave,Broadway & W 41 St,Subscriber,Male,1975
1091980,2/16/2017 21:00,2/16/2017 21:06,394,E 3 St & 1 Ave,Allen St & Hester St,Subscriber,Male,1986
3007249,4/18/2017 17:12,4/18/2017 17:26,843,Bialystoker Pl & Delancey St,E 27 St & 1 Ave,Subscriber,Male,1985
1089258,2/16/2017 19:05,2/16/2017 19:08,181,E 17 St & Broadway,E 12 St & 3 Ave,Subscriber,Male,1991
3631310,5/2/2017 9:24,5/2/2017 9:50,1549,Frost St & Meeker St,21 St & Queens Plaza North,Subscriber,Male,1974
6724315,6/29/2017 15:07,6/29/2017 15:42,2065,Berkeley Pl & 7 Ave,Bedford Ave & S 9 St,Customer,,
455108,1/21/2017 11:05,1/21/2017 11:44,2334,Riverside Dr & W 82 St,Watts St & Greenwich St,Subscriber,Female,1963
3485205,4/29/2017 14:08,4/29/2017 14:53,2733,Huron St & Franklin St,Amsterdam Ave & W 82 St,Subscriber,Male,1990
206169,1/11/2017 20:13,1/11/2017 20:19,352,E 55 St & 2 Ave,1 Ave & E 68 St,Subscriber,Male,1988
647261,1/28/2017 20:13,1/28/2017 20:27,840,Broadway & W 51 St,W 53 St & 10 Ave,Subscriber,Male,1958
6001311,6/16/2017 18:05,6/16/2017 18:18,767,Broadway & W 41 St,Columbus Ave & W 72 St,Subscriber,Male,1987
3711859,5/3/2017 16:15,5/3/2017 16:30,885,Smith St & 3 St,10 St & 5 Ave,Subscriber,Female,1980
2941516,4/17/2017 14:08,4/17/2017 14:17,556,W 52 St & 11 Ave,W 38 St & 8 Ave,Subscriber,Male,1965
5479339,6/8/2017 6:44,6/8/2017 6:51,410,E 2 St & Avenue C,Stanton St & Chrystie St,Subscriber,Male,1994
1339366,2/24/2017 7:48,2/24/2017 8:00,750,University Pl & E 8 St,W 31 St & 7 Ave,Subscriber,Male,1977
2208290,3/30/2017 9:09,3/30/2017 9:21,687,8 Ave & W 31 St,Broadway & W 55 St,Subscriber,Male,1969
3389261,4/27/2017 18:53,4/27/2017 19:07,823,Watts St & Greenwich St,West St & Chambers St,Customer,,
3184027,4/22/2017 19:07,4/22/2017 19:15,450,Metropolitan Ave & Bedford Ave,Driggs Ave & N Henry St,Subscriber,Male,1985
6619776,6/27/2017 20:42,6/27/2017 20:50,446,W 41 St & 8 Ave,W 49 St & 8 Ave,Customer,,
6130641,6/19/2017 16:33,6/19/2017 16:48,853,Great Jones St,South End Ave & Liberty St,Subscriber,Female,1971
1644689,3/5/2017 11:35,3/5/2017 11:40,297,West Thames St,Murray St & West St,Subscriber,Female,1975
2761541,4/13/2017 18:02,4/13/2017 18:04,75,E 47 St & Park Ave,E 47 St & Park Ave,Subscriber,Male,1971
411059,1/19/2017 17:25,1/19/2017 17:41,995,E 55 St & 3 Ave,Penn Station Valet,Subscriber,Male,1975
4329296,5/16/2017 18:33,5/16/2017 18:42,518,McGuinness Blvd & Eagle St,Kent Ave & N 7 St,Subscriber,Male,1977
4128879,5/12/2017 7:46,5/12/2017 7:58,716,5 Ave & E 93 St,Broadway & W 58 St,Subscriber,Male,1960
390419,1/19/2017 7:56,1/19/2017 8:09,778,E 2 St & Avenue B,Grand St & Greene St,Subscriber,Male,1983
763537,2/2/2017 6:56,2/2/2017 6:59,178,E 7 St & Avenue A,Cooper Square & E 7 St,Subscriber,Male,1990
4237927,5/15/2017 9:27,5/15/2017 9:33,340,Broadway & W 58 St,3 Ave & E 62 St,Subscriber,Male,1981
5159584,6/2/2017 8:09,6/2/2017 8:29,1147,5 Ave & E 93 St,E 40 St & 5 Ave,Subscriber,Male,1968
5503969,6/8/2017 13:45,6/8/2017 13:56,651,Franklin St & W Broadway,University Pl & E 8 St,Subscriber,Male,1958
1995759,3/23/2017 4:30,3/23/2017 4:42,688,E 20 St & FDR Drive,Pershing Square North,Subscriber,Male,1987
6519793,6/26/2017 12:40,6/26/2017 13:03,1406,Washington Pl & Broadway,Jay St & Tech Pl,Subscriber,Male,1961
5390078,6/6/2017 15:45,6/6/2017 15:54,558,Allen St & Rivington St,Mercer St & Spring St,Subscriber,Male,1974
5347408,6/5/2017 16:50,6/5/2017 16:58,464,E 45 St & 3 Ave,W 55 St & 6 Ave,Subscriber,Male,1985
1889271,3/17/2017 20:48,3/17/2017 21:07,1101,E 75 St & 3 Ave,W 49 St & 8 Ave,Subscriber,Male,1972
102147,1/6/2017 6:22,1/6/2017 6:28,396,W 33 St & 7 Ave,E 33 St & 2 Ave,Subscriber,Male,1974
1231983,2/21/2017 10:06,2/21/2017 10:16,625,Cooper Square & E 7 St,Centre St & Worth St,Subscriber,Male,1974
760250,2/1/2017 21:24,2/1/2017 21:37,801,W 20 St & 8 Ave,Christopher St & Greenwich St,Subscriber,Female,1997
3646235,5/2/2017 14:40,5/2/2017 14:58,1040,W 22 St & 10 Ave,West St & Chambers St,Subscriber,Female,1963
2690630,4/12/2017 12:23,4/12/2017 12:27,237,W 18 St & 6 Ave,W 24 St & 7 Ave,Subscriber,Male,1959
466161,1/21/2017 15:53,1/21/2017 16:21,1660,Vesey Pl & River Terrace,W 18 St & 6 Ave,Customer,,
496400,1/22/2017 22:47,1/22/2017 22:59,737,Madison St & Clinton St,LaGuardia Pl & W 3 St,Subscriber,Male,1977
2387783,4/5/2017 8:01,4/5/2017 8:13,727,Amsterdam Ave & W 79 St,W 52 St & 6 Ave,Subscriber,Male,1961
1509253,2/28/2017 18:28,2/28/2017 18:35,456,6 Ave & W 33 St,1 Ave & E 30 St,Subscriber,Male,1969
5570106,6/9/2017 14:26,6/9/2017 14:53,1640,E 48 St & 5 Ave,5 Ave & E 88 St,Customer,Male,1995
5622618,6/10/2017 12:23,6/10/2017 12:50,1627,E 40 St & 5 Ave,Pearl St & Hanover Square,Customer,,
2115373,3/27/2017 13:12,3/27/2017 13:16,233,Pitt St & Stanton St,Henry St & Grand St,Subscriber,Male,1973
6494774,6/25/2017 21:39,6/25/2017 21:44,305,Clinton St & 4 Place,Congress St & Clinton St,Subscriber,Male,1991
3283951,4/24/2017 20:13,4/24/2017 20:21,472,Plaza St West & Flatbush Ave,West Drive & Prospect Park West,Subscriber,,1974
6075319,6/18/2017 15:34,6/18/2017 15:51,994,E 25 St & 2 Ave,Norfolk St & Broome St,Customer,Male,1981
2243050,3/31/2017 12:31,3/31/2017 12:36,269,E 7 St & Avenue A,Cooper Square & E 7 St,Subscriber,Male,1985
3891783,5/7/2017 17:37,5/7/2017 17:42,280,W 20 St & 7 Ave,Perry St & Bleecker St,Subscriber,Female,1985
1467390,2/27/2017 18:18,2/27/2017 18:21,218,Leonard St & Church St,Howard St & Centre St,Subscriber,Female,1981
6686633,6/28/2017 20:35,6/28/2017 20:51,949,W 59 St & 10 Ave,12 Ave & W 40 St,Customer,,
1537849,3/1/2017 15:13,3/1/2017 15:18,338,3 Ave & E 62 St,E 51 St & Lexington Ave,Subscriber,Male,1956
4375469,5/17/2017 14:53,5/17/2017 15:12,1118,Riverside Dr & W 82 St,1 Ave & E 78 St,Subscriber,Female,1965
4583633,5/20/2017 23:36,5/20/2017 23:58,1313,Grand Army Plaza & Plaza St West,West Drive & Prospect Park West,Customer,Male,1993
2955157,4/17/2017 17:47,4/17/2017 17:59,676,Reade St & Broadway,Stanton St & Chrystie St,Subscriber,Female,1981
6149786,6/20/2017 8:59,6/20/2017 9:11,720,Huron St & Franklin St,21 St & Queens Plaza North,Subscriber,Female,1979
4893343,5/27/2017 18:51,5/27/2017 19:22,1838,E 16 St & 5 Ave,N 11 St & Wythe Ave,Subscriber,Female,1989
4928322,5/28/2017 15:44,5/28/2017 15:51,375,W 46 St & 11 Ave,W 45 St & 8 Ave,Customer,,
6023598,6/17/2017 10:50,6/17/2017 10:55,328,Barrow St & Hudson St,W 13 St & Hudson St,Subscriber,Male,1984
820642,2/3/2017 18:24,2/3/2017 18:58,2042,Pearl St & Hanover Square,W 20 St & 8 Ave,Subscriber,Male,1984
2305708,4/2/2017 19:44,4/2/2017 19:59,895,Riverside Dr & W 72 St,W 67 St & Broadway,Subscriber,Male,1977
5893943,6/14/2017 23:59,6/15/2017 0:05,373,St Marks Pl & 2 Ave,E 20 St & Park Ave,Subscriber,Male,1990
4961701,5/29/2017 16:12,5/29/2017 16:16,246,West Thames St,Murray St & West St,Subscriber,,
1048902,2/15/2017 14:17,2/15/2017 15:01,2626,Pershing Square North,Dean St & 4 Ave,Subscriber,Male,1983
3497042,4/29/2017 16:32,4/29/2017 17:06,2044,Grand St & Elizabeth St,W 22 St & 8 Ave,Subscriber,Male,1951
1508945,2/28/2017 18:23,2/28/2017 19:07,2635,Front St & Maiden Ln,E 85 St & 3 Ave,Subscriber,Male,1988
158425,1/10/2017 9:24,1/10/2017 9:41,1050,West St & Chambers St,University Pl & E 14 St,Subscriber,Female,1977
5628483,6/10/2017 13:39,6/10/2017 13:41,127,Pulaski St & Marcus Garvey Blvd,Myrtle Ave & Lewis Ave,Subscriber,Male,1986
4213116,5/14/2017 16:51,5/14/2017 17:34,2592,Fulton St & Adams St,N 8 St & Driggs Ave,Subscriber,Female,1986
955344,2/8/2017 18:53,2/8/2017 19:13,1194,Hanson Pl & Ashland Pl,Smith St & 3 St,Subscriber,Male,1980
5151948,6/1/2017 23:52,6/2/2017 0:17,1482,Nostrand Ave & Myrtle Ave,Cadman Plaza West & Montague St,Customer,,
6743306,6/29/2017 18:46,6/29/2017 19:06,1253,Broadway & W 58 St,Broadway & W 60 St,Subscriber,Female,1981
5565280,6/9/2017 13:07,6/9/2017 13:26,1144,West End Ave & W 94 St,W 52 St & 6 Ave,Subscriber,Female,1978
3330861,4/26/2017 17:37,4/26/2017 17:51,856,Madison St & Montgomery St,Old Slip & Front St,Subscriber,Male,1985
2118371,3/27/2017 15:24,3/27/2017 16:45,4859,Broadway & W 29 St,Broadway & W 49 St,Customer,,
4974852,5/29/2017 23:37,5/29/2017 23:42,317,W 52 St & 6 Ave,W 53 St & 10 Ave,Subscriber,Male,1998
5429939,6/7/2017 10:07,6/7/2017 10:23,946,Riverside Blvd & W 67 St,Pershing Square South,Subscriber,Male,1974
6151220,6/20/2017 9:17,6/20/2017 9:31,791,Pershing Square South,LaGuardia Pl & W 3 St,Subscriber,Male,1979
2953977,4/17/2017 17:37,4/17/2017 17:58,1276,12 Ave & W 40 St,W 63 St & Broadway,Subscriber,Female,1972
6804454,6/30/2017 18:31,6/30/2017 18:55,1442,W 11 St & 6 Ave,11 Ave & W 27 St,Subscriber,Male,1980
4169232,5/12/2017 18:22,5/12/2017 18:32,600,E 16 St & 5 Ave,E 2 St & Avenue B,Subscriber,Male,1976
4814540,5/26/2017 10:46,5/26/2017 11:05,1083,Liberty St & Broadway,Lafayette St & E 8 St,Customer,,
6525970,6/26/2017 14:49,6/26/2017 15:11,1299,Leonard St & Church St,W 41 St & 8 Ave,Subscriber,Male,1955
6722456,6/29/2017 14:30,6/29/2017 14:34,221,Roebling St & N 4 St,Hope St & Union Ave,Subscriber,Female,1989
1428228,2/26/2017 14:29,2/26/2017 14:59,1778,Central Park West & W 72 St,FDR Drive & E 35 St,Subscriber,Male,1971
3935919,5/8/2017 17:54,5/8/2017 18:35,2483,Pershing Square North,William St & Pine St,Subscriber,Male,1978
5789467,6/13/2017 9:50,6/13/2017 10:03,791,Forsyth St & Canal St,Broadway & Battery Pl,Subscriber,Male,1979
2227325,3/30/2017 17:41,3/30/2017 17:51,563,Grand Army Plaza & Central Park S,W 63 St & Broadway,Subscriber,Male,1957
3125248,4/21/2017 10:35,4/21/2017 10:39,238,E 47 St & 1 Ave,E 47 St & Park Ave,Subscriber,Male,1974
6185717,6/20/2017 18:36,6/20/2017 18:59,1344,Lafayette St & Jersey St,Liberty St & Broadway,Subscriber,Male,1988
6248418,6/21/2017 18:01,6/21/2017 18:44,2600,N 12 St & Bedford Ave,Carmine St & 6 Ave,Subscriber,Female,1990
1777848,3/9/2017 10:41,3/9/2017 10:47,357,Clark St & Henry St,Jay St & Tech Pl,,Male,1996
5681066,6/11/2017 13:13,6/11/2017 13:33,1182,Centre St & Chambers St,Howard St & Centre St,Customer,,
381434,1/18/2017 19:22,1/18/2017 19:45,1400,E 10 St & 5 Ave,Market St & Cherry St,Subscriber,Female,1982
841888,2/4/2017 18:31,2/4/2017 18:35,229,E 3 St & 1 Ave,Cooper Square & E 7 St,Subscriber,Female,1992
4877790,5/27/2017 14:42,5/27/2017 14:46,282,Greenpoint Ave & Manhattan Ave,Franklin St & Dupont St,Subscriber,Male,1960
5225191,6/3/2017 10:10,6/3/2017 10:20,552,1 Ave & E 30 St,Broadway & W 32 St,Subscriber,Male,1975
1435470,2/26/2017 17:45,2/26/2017 17:56,609,W 20 St & 8 Ave,W 37 St & 5 Ave,Subscriber,Female,1989
2706016,4/12/2017 17:53,4/12/2017 18:10,997,Warren St & Church St,Degraw St & Hoyt St,Subscriber,Male,1976
720985,1/31/2017 18:40,1/31/2017 18:45,305,1 Ave & E 62 St,1 Ave & E 78 St,Subscriber,Male,1999
3775128,5/4/2017 17:08,5/4/2017 17:32,1427,W 26 St & 10 Ave,Sullivan St & Washington Sq,Subscriber,,
856430,2/5/2017 15:31,2/5/2017 15:50,1116,E 6 St & Avenue B,9 Ave & W 22 St,Subscriber,Female,1979
5509553,6/8/2017 15:35,6/8/2017 15:45,598,W 21 St & 6 Ave,Broadway & W 41 St,Subscriber,Male,1950
3759777,5/4/2017 12:16,5/4/2017 12:22,394,W 21 St & 6 Ave,Broadway & W 36 St,Subscriber,Male,1980
3117596,4/21/2017 6:45,4/21/2017 6:53,506,8 Ave & W 31 St,W 44 St & 5 Ave,Subscriber,Male,1964
5742763,6/12/2017 15:36,6/12/2017 15:47,676,E 9 St & Avenue C,Broadway & E 14 St,Subscriber,Male,1997
3791600,5/4/2017 20:49,5/4/2017 20:54,284,N 15 St & Wythe Ave,N 6 St & Bedford Ave,Subscriber,Male,1986
4223614,5/14/2017 21:45,5/14/2017 21:52,459,E 11 St & Broadway,Lispenard St & Broadway,Subscriber,Male,1985
3368143,4/27/2017 13:52,4/27/2017 13:56,246,William St & Pine St,Front St & Maiden Ln,Subscriber,Male,1965
4289305,5/16/2017 8:25,5/16/2017 8:28,163,Liberty St & Broadway,Broadway & Battery Pl,Subscriber,Male,1983
4882550,5/27/2017 15:52,5/27/2017 16:27,2151,Grand Army Plaza & Plaza St West,Forsyth St & Canal St,Subscriber,Male,1991
4472136,5/18/2017 22:36,5/18/2017 22:53,1025,Broadway & E 14 St,Broadway & E 22 St,Customer,,
5006128,5/30/2017 17:19,5/30/2017 17:27,534,Old Fulton St,Clark St & Henry St,Subscriber,Male,1955
1203269,2/20/2017 13:43,2/20/2017 13:45,128,W 74 St & Columbus Ave,Amsterdam Ave & W 73 St,Subscriber,Male,1982
2165471,3/29/2017 9:04,3/29/2017 9:13,538,Lexington Ave & E 63 St,E 76 St & 3 Ave,Subscriber,Male,1974
1328974,2/23/2017 19:28,2/23/2017 19:52,1434,W 4 St & 7 Ave S,Cleveland Pl & Spring St,Subscriber,Male,1990
1256826,2/22/2017 7:02,2/22/2017 7:06,267,Pershing Square North,E 32 St & Park Ave,Subscriber,Male,1955
2073828,3/25/2017 14:02,3/25/2017 14:08,320,11 Ave & W 41 St,W 42 St & 8 Ave,Subscriber,Male,1966
